name-of-company,review,name-of-job,location,salary
L3Harris Technologies,3.8 ,"Sr Specialist, DSP Software Engineer","Salt Lake City, UT",$84K - $120K 
Faith Technologies Inc.,3.5 ,Automation Engineer - Industrial Manufacturing,United States,
bioMerieux SA,4.1 ,Software Support Engineer I,"Salt Lake City, UT",$58K - $76K 
Intermountain Healthcare,3.7 ,Software Engineer,"Murray, UT",$38.41 - $60.46 Per Hour
Humana,3.9 ,Junior Software Engineer,"Sandy, UT",
SILAC Insurance Company,3.7 ,Software Engineer Manager,"Salt Lake City, UT",$103K - $139K 
Warner Bros. Discovery,3.8 ,Associate Software Engineer,"Salt Lake City, UT",$67K - $97K 
"Apco, Inc",,Hardware and Software Solution Engineer,"North Salt Lake, UT",$65K - $100K
Smarty,4.8 ,Frontend Software Engineer,"Provo, UT",$63K - $98K 
RAC Brands,3.2 ,Software Engineer IV,"Draper, UT",$96K - $124K 
Novarad,3.7 ,Software Engineer,"Provo, UT",$71K - $105K 
Altitude AI,,Software Engineer - Autonomous Robotics,"Salt Lake City, UT",$69K - $104K 
RiverPoint,4.2 ,.NET Developer,United States,
Uplife Group by Kris Krohn,2.4 ,Senior Full Stack Engineer,"Orem, UT",$86K - $127K 
Smarty,4.8 ,Software Engineer,"Provo, UT",$80K - $119K 
ModelOp,4.4 ,Software Engineers,"Salt Lake City, UT",$69K - $104K 
Sonus Software Solutions,2.5 ,Software Developer,"Orem, UT",$81K
bioMerieux SA,4.1 ,Software Test Engineer I/II/III,"Salt Lake City, UT",$64K - $88K 
Adobe,4.4 ,Software Development Engineer,"Lehi, UT",$102K - $194K
Strategio,4.0 ,Software Engineer Technologist,"Salt Lake City, UT",$78K - $117K 
University of Utah,4.2 ,Programmer/Analyst,"Salt Lake City, UT",$80K
Nexio,4.7 ,Software Engineer,"Orem, UT",$68K - $100K 
CHG Healthcare,4.5 ,Principal Software Engineer,"Salt Lake City, UT",$167K
"Stefanini, Inc",3.8 ,Software Developer,"Salt Lake City, UT",$110K - $114K
Sarcos Technology and Robotics Corporation,3.9 ,Software Engineer,"Salt Lake City, UT",$100K - $140K
BioFire - 028,,Software Engineer I/II/III - Product Development,"Salt Lake City, UT",
Novarad,3.7 ,Software Development Engineer in Test (SDET),"Provo, UT",$69K - $96K 
Henry Schein One,4.2 ,Staff Frontend Software Engineer,"American Fork, UT",$89K - $131K 
Next Mission - Heroes League Game Day,,Game Designer Jr.,"Salt Lake City, UT",$15.00 - $17.00 Per Hour
Action Target Inc,2.5 ,Software Developer,"Provo, UT",$71K - $108K 
Cognitive Medical Systems,3.8 ,Program Manager,"Salt Lake City, UT",$73K - $110K 
Tesla,3.6 ,"Software Engineer - Front End (React.js), Document Systems","Draper, UT",$39K - $57K 
Alliance Benefit Group-Rocky Mountain,3.8 ,Junior Software Developer,"Midvale, UT",$14.50 Per Hour
REI Systems,3.5 ,DevOps/Python Engineer,United States,
WorkWave,3.8 ,WordPress Specialist (Remote),"Salt Lake City, UT",
Northrop Grumman,4.0 ,Sentinel Staff Engineer DevOPs - 9815*,"Roy, UT",$139K - $209K
YattaOps,,Full Stack Software Engineer,"Orem, UT",$80K - $100K
Jobot,4.5 ,Sr. Software Engineer,"Eagle Mountain, UT",$135K - $165K
American Cruise Lines,3.5 ,"Full-Stack Developer- Sandy, UT","Salt Lake City, UT",$42K - $60K 
Infodatix,,Junior Programmer,"Provo, UT",
The Church of Jesus Christ of Latter-day Saints,4.4 ,Software Dev Engineer 1 (US Remote),"Riverton, UT",$59K - $85K 
Synergy Solutions,2.8 ,Software Engineer,"Salt Lake City, UT",$50.00 - $65.00 Per Hour
DentalCMO,4.6 ,WordPress Developer,"Provo, UT",$60K - $80K
Tesla,3.6 ,"Software Engineer - Frontend (React.js), Tesla Track","Draper, UT",$43K - $66K 
XEL IT Solutions,4.8 ,Frontend Engineer,"Salt Lake City, UT",$64K - $94K 
Mobile Integration Workgroup,2.9 ,DevOps Engineer,"Provo, UT",$120K - $140K
Somatus,3.4 ,"Senior Engineer, Software Development",United States,
Lakanto,2.7 ,Web Developer,"Orem, UT",$65K
Northrop Grumman,4.0 ,Sentinel (GBSD) Manager Software Engineering 3 - 9382,"Roy, UT",$152K - $228K
foreUP,3.0 ,Software Engineer - Full Stack,"Pleasant Grove, UT",$74K - $112K 
LiveView Technologies,4.2 ,Software Engineer,"American Fork, UT",$71K - $101K 
Northrop Grumman,4.0 ,Principal/Senior Principal Engineer Software Quality - 7884*,"Roy, UT",$80K - $120K
Filevine,3.1 ,Software Development Engineer in Test,"Salt Lake City, UT",$82K - $112K 
Software Technology Group,4.5 ,JavaScript Developer,"Salt Lake City, UT",
Cognitive Medical Systems,3.8 ,Senior Systems Integration Engineer,"Salt Lake City, UT",$91K - $132K 
Utah Retirement Systems,4.3 ,Database Developer I,"Salt Lake City, UT",$54K - $73K 
Pixio,,iOS Developer,"Salt Lake City, UT",$91K - $118K 
bioMerieux SA,4.1 ,Software Engineer I/II/III - Data Engineer,"Salt Lake City, UT",$72K - $103K 
Photon,3.6 ,Java Backend Engineer,"Salt Lake City, UT",$88K - $100K
PAYLOCITY CORPORATION,4.0 ,Full Stack AEM Developer,United States,$86K - $125K
Infodatix,,Junior Programmer,"Provo, UT",
Tesla,3.6 ,"Software Engineer - Frontend (React.js), Tesla Track","Draper, UT",$43K - $66K 
Somatus,3.4 ,"Senior Engineer, Software Development",United States,
Northrop Grumman,4.0 ,Principal/Senior Principal Engineer Software Quality - 7884*,"Roy, UT",$80K - $120K
Software Technology Group,4.5 ,JavaScript Developer,"Salt Lake City, UT",
Cognitive Medical Systems,3.8 ,Senior Systems Integration Engineer,"Salt Lake City, UT",$91K - $132K 
Photon,3.6 ,Java Backend Engineer,"Salt Lake City, UT",$88K - $100K
PAYLOCITY CORPORATION,4.0 ,Full Stack AEM Developer,United States,$86K - $125K
Imagicom Corporation,5.0 ,Software developers,"Layton, UT",$69K - $105K 
Ancestry,3.7 ,Software Engineer - .Net,"Lehi, UT",$75K - $122K
Kadince,4.5 ,Web Developer,"Ogden, UT",$52K - $79K 
SCALAR,2.0 ,Software Developer,"Draper, UT",$62K - $92K 
Audience,3.3 ,DevOps Engineer,"Salt Lake City, UT",$88K - $129K 
LiveView Technologies,4.2 ,Software Development Engineer in Test,"American Fork, UT",$71K - $97K 
Strategy11,5.0 ,Senior WordPress Software Engineer (Remote),"Draper, UT",$77K - $117K 
Take 5 Car Wash,2.6 ,Car Wash Crew Member - Shop#310 - 672 S. W. Temple,"Salt Lake City, UT",$31K - $39K 
Adobe,4.4 ,"Manager, Software Development","Lehi, UT",$123K - $256K
Breakfront Software,,Full Stack Java Developer,"Salt Lake City, UT",$35.00 - $55.00 Per Hour
ObservePoint,4.1 ,"Software Engineer, Engine Team","Pleasant Grove, UT",$70K - $97K 
MX Technologies Inc.,3.8 ,Software Engineer 2,"Lehi, UT",$74K - $100K 
MEMIC,4.1 ,"Director, Software Engineering",United States,
Tesla,3.6 ,"Software Quality Assurance Engineer, Document Systems","Draper, UT",
Strategic Financial Solutions,3.7 ,Senior C#/.NET Developer (Remote),United States,
"AEEC, LLC.",2.8 ,Data and Machine Learning Engineer,"Salt Lake City, UT",
Infogenix,3.1 ,Web HTML Coder & Implementer,"Orem, UT",$45K - $65K 
Software Technology Group,4.5 ,Java Developer,"Salt Lake City, UT",
Humana,3.9 ,Cloud Software Engineer,"Sandy, UT",
Enveyo,5.0 ,Software Engineer – Java,"Provo, UT",$80K - $122K 
Adobe,4.4 ,Software Engineering Manager,"Lehi, UT",$133K - $269K
Crumbl Cookies,4.6 ,DevOps Engineer,"Lindon, UT",$81K - $115K 
Northrop Grumman,4.0 ,Sentinel (GBSD) Manager Software Engineering 3 - 9382,"Roy, UT",$152K - $228K
Northrop Grumman,4.0 ,Principal/Senior Principal Engineer Software Quality - 7884*,"Roy, UT",$80K - $120K
Cognitive Medical Systems,3.8 ,Senior Systems Integration Engineer,"Salt Lake City, UT",$91K - $132K 
Tesla,3.6 ,"Software Quality Assurance Engineer, Document Systems","Draper, UT",
PAYLOCITY CORPORATION,4.0 ,Full Stack AEM Developer,United States,$86K - $125K
Kadince,4.5 ,Web Developer,"Ogden, UT",$52K - $79K 
CDK Global,3.0 ,Lightspeed Java Software Engineer - 100% Remote,"Salt Lake City, UT",$86K - $115K
MEMIC,4.1 ,"Director, Software Engineering",United States,
Strategic Financial Solutions,3.7 ,Senior C#/.NET Developer (Remote),United States,
Breakfront Software,,Full Stack Java Developer,"Salt Lake City, UT",$35.00 - $55.00 Per Hour
State of Utah,3.7 ,IT Analyst II-DevOps Internal Test Tech,"Salt Lake City, UT",$31.65 - $53.80 Per Hour
Humana,3.9 ,Software Engineer (DevOps),"Salt Lake City, UT",
Utah County Government,4.1 ,Programmer - TL,"Provo, UT",$27.42 Per Hour
Take 5 Car Wash,2.6 ,Car Wash Crew Member - Shop#310 - 672 S. W. Temple,"Salt Lake City, UT",$31K - $39K 
bioMerieux SA,4.1 ,Software Configuration Engineer I - Product Development,"Salt Lake City, UT",$68K - $97K 
Deseret Management Corporation,3.0 ,Software Developer,"Salt Lake City, UT",$68K - $99K 
Millennium Software and Staffing Inc.,4.6 ,Senior Java Developer,United States,
Humana,3.9 ,Cloud Software Engineer,"Sandy, UT",
Young Living Essential Oils,3.1 ,Software Engineer III,"Lehi, UT",$102K - $134K 
Highland Principals,,IAM Software Engineer,"Lehi, UT",$90K - $120K
CyberCoders,4.2 ,REMOTE Staff Software Development Engineer in Test (Windows),"Salt Lake City, UT",$160K - $220K
University of Utah,4.2 ,Software Developer,"Salt Lake City, UT",$65K - $72K
Nerd United,3.7 ,SOFTWARE ENGINEER,"Lehi, UT",$85K - $130K 
Oozle Media,3.6 ,Word Press Developer,"Sandy, UT",
MX Technologies Inc.,3.8 ,Software Engineer (C++),"Lehi, UT",$65K - $90K 
Cozy Earth,4.5 ,Full-Stack Web Developer,"Bluffdale, UT",$46K - $69K 
Broadcom,3.7 ,R&D Engineer Software,"Draper, UT",$78K - $130K
Sentar,4.0 ,Software Engineer,"Roy, UT",$71K - $107K 
Mastercard,4.3 ,Lead Software Engineer (Elixir) - SKY0056,"Salt Lake City, UT",$92K - $127K 
Stratus.Hr,4.5 ,Software Developer,"Sandy, UT",$75K - $125K
PAYLOCITY CORPORATION,4.0 ,Full Stack AEM Developer,United States,$86K - $125K
MEMIC,4.1 ,"Director, Software Engineering",United States,
Strategic Financial Solutions,3.7 ,Senior C#/.NET Developer (Remote),United States,
State of Utah,3.7 ,IT Analyst II-DevOps Internal Test Tech,"Salt Lake City, UT",$31.65 - $53.80 Per Hour
Humana,3.9 ,Software Engineer (DevOps),"Salt Lake City, UT",
Utah County Government,4.1 ,Programmer - TL,"Provo, UT",$27.42 Per Hour
Take 5 Car Wash,2.6 ,Car Wash Crew Member - Shop#310 - 672 S. W. Temple,"Salt Lake City, UT",$31K - $39K 
Millennium Software and Staffing Inc.,4.6 ,Senior Java Developer,United States,
Humana,3.9 ,Cloud Software Engineer,"Sandy, UT",
CyberCoders,4.2 ,REMOTE Staff Software Development Engineer in Test (Windows),"Salt Lake City, UT",$160K - $220K
University of Utah,4.2 ,Software Developer,"Salt Lake City, UT",$65K - $72K
MX Technologies Inc.,3.8 ,Software Engineer (C++),"Lehi, UT",$65K - $90K 
Mastercard,4.3 ,Lead Software Engineer (Elixir) - SKY0056,"Salt Lake City, UT",$92K - $127K 
Stratus.Hr,4.5 ,Software Developer,"Sandy, UT",$75K - $125K
"Oasys International, LLC",3.7 ,Software Engineer,"Ogden, UT",$77K - $109K 
Zartico,4.2 ,JavaScripts/React Developer,"Salt Lake City, UT",$58K - $93K 
Adobe,4.4 ,Senior User Interface Software Engineer,"Lehi, UT",$119K - $233K
Kforce,4.0 ,Full-Stack JavaScript Engineer,"Pleasant Grove, UT",$105K - $120K
"Objective, Inc.",4.7 ,Full Stack Web/Software Developer,"Salt Lake City, UT",$69K - $101K 
4Life Research,3.7 ,Web/Mobile Developer,"Sandy, UT",$85K
CyberCoders,4.2 ,Machine Learning Engineer (4-Day Work Week),"Provo, UT",$120K - $150K
Caselle,3.6 ,Business Analyst - Product Designer (Software Design),"Provo, UT",$70K - $98K 
Savi Solutions,,Senior Software Engineer | Team Lead,"Bountiful, UT",$83K - $114K 
Deseret News,4.1 ,Software Engineer 3 - Deseret News,"Salt Lake City, UT",$79K - $117K 
Jobot,4.5 ,Lead Software Engineer,"Salt Lake City, UT",$150K - $170K
Northrop Grumman,4.0 ,NC Programmer (Level 2 or 3) Weekdays,"Clearfield, UT",$73K - $110K
RizePoint,4.1 ,Technical Support Representative II (Software),"Cottonwood Heights, UT",$20.00 Per Hour
Dyno Nobel,3.6 ,React Engineer,"Salt Lake City, UT",$71K - $93K 
Swire Coca-Cola,3.3 ,Applications Development - Software Engineer,"Draper, UT",$86K - $119K 
University of Utah,4.2 ,Software Design Engineer,"Salt Lake City, UT",$48K - $90K
Innovative Systems Architect Corp,,Senior Software Engineer,"Hill AFB, UT",$140K
Idaho Scientific,3.4 ,Linux Kernel Driver Developer,"Salt Lake City, UT",$80K - $150K
"Resource Management Concepts, Inc.",4.5 ,Senior Software Engineer,"Hill AFB, UT",$93K - $123K 
Arkham Technology Ltd.,4.7 ,Embedded Software Engineer,"Ogden, UT",$80K - $117K 
Idaho Scientific,3.4 ,Embedded Software Developer,"Salt Lake City, UT",$80K - $140K
Idaho Scientific,3.4 ,Firmware Developer,"Salt Lake City, UT",$75K - $180K
Fidelity Investments,4.3 ,Principal Software Engineer,"Salt Lake City, UT",$119K - $167K 
Capstone Consulting Inc.,4.2 ,Senior Software Developer,"Salt Lake City, UT",$140K - $165K
Fidelity Investments,4.3 ,Senior Full Stack Engineer,"Salt Lake City, UT",$104K - $136K 
Confidential,,Senior Software Engineer,"Orem, UT",$93K - $126K
Oasys International Corporation,3.7 ,Software Engineer,"Hill AFB, UT",$92K
Fidelity Investments,4.3 ,Senior Cloud Engineer,"Salt Lake City, UT",
Synchrony Financial,4.3 ,API Software Development Engineer - II,"Draper, UT",$65K - $130K
Method Dental Lab,,IOS (Intra-oral Scan) Specialist,"Draper, UT",$16.00 - $18.00 Per Hour
Booz Allen Hamilton,4.2 ,Software Engineer,"Hill AFB, UT",$58K - $133K
Endevis,4.0 ,Software Developer,"Salt Lake City, UT",$62K - $93K 
"Torque3, Inc.",,Lead Game Developer (Unreal Engine),"Centerville, UT",$100K - $130K
Fidelity TalentSource,4.1 ,Senior Full Stack Engineer,"Salt Lake City, UT",$99K - $136K 
Idaho Scientific,3.4 ,Real Time Embedded Developer,"Salt Lake City, UT",$80K - $140K
L3Harris Technologies,3.8 ,"Embedded Cybersecurity Software Engineer ( Up to $15,000 sign-on bonus)","Salt Lake City, UT",
Wasatch Group,,Backend Node.JS Engineer,"Draper, UT",$100K
L3Harris Technologies,3.8 ,"Sr. Associate, Software Engineer","Salt Lake City, UT",$70K - $106K 
Brivo,4.4 ,Lead Software Engineer,"Lehi, UT",$93K - $131K 
L3Harris Technologies,3.8 ,"Scientist, Software Engineer (FPGA Design)","Salt Lake City, UT",$102K - $141K 
Synchrony Financial,4.3 ,"AVP, Software Development Engineering Manager","Draper, UT",$75K - $150K
Nexio,,Software Engineer,"Orem, UT",$80K - $110K
Brivo,4.4 ,Senior Software Engineer,"Lehi, UT",$89K - $122K 
Nusano,4.1 ,Associate Controls Software Engineer,"West Valley City, UT",$80K - $100K
Codazen,3.8 ,Senior Full-Stack Engineer,"Salt Lake City, UT",$121K - $155K
Musely,3.9 ,"Software Engineer, Server Applications (J2EE)","Salt Lake City, UT",$75K - $109K 
Innovative Systems Architect Corp,,Senior Software Engineer,"Hill AFB, UT",$140K
Idaho Scientific,3.4 ,Linux Kernel Driver Developer,"Salt Lake City, UT",$80K - $150K
"Resource Management Concepts, Inc.",4.5 ,Senior Software Engineer,"Hill AFB, UT",$93K - $123K 
Arkham Technology Ltd.,4.7 ,Embedded Software Engineer,"Ogden, UT",$80K - $117K 
Idaho Scientific,3.4 ,Embedded Software Developer,"Salt Lake City, UT",$80K - $140K
Idaho Scientific,3.4 ,Firmware Developer,"Salt Lake City, UT",$75K - $180K
Fidelity Investments,4.3 ,Principal Software Engineer,"Salt Lake City, UT",$119K - $167K 
Capstone Consulting Inc.,4.2 ,Senior Software Developer,"Salt Lake City, UT",$140K - $165K
Fidelity Investments,4.3 ,Senior Full Stack Engineer,"Salt Lake City, UT",$104K - $136K 
Confidential,,Senior Software Engineer,"Orem, UT",$93K - $126K
Oasys International Corporation,3.7 ,Software Engineer,"Hill AFB, UT",$92K
Fidelity Investments,4.3 ,Senior Cloud Engineer,"Salt Lake City, UT",
Synchrony Financial,4.3 ,API Software Development Engineer - II,"Draper, UT",$65K - $130K
Method Dental Lab,,IOS (Intra-oral Scan) Specialist,"Draper, UT",$16.00 - $18.00 Per Hour
Booz Allen Hamilton,4.2 ,Software Engineer,"Hill AFB, UT",$58K - $133K
Endevis,4.0 ,Software Developer,"Salt Lake City, UT",$62K - $93K 
"Torque3, Inc.",,Lead Game Developer (Unreal Engine),"Centerville, UT",$100K - $130K
Fidelity TalentSource,4.1 ,Senior Full Stack Engineer,"Salt Lake City, UT",$99K - $136K 
Idaho Scientific,3.4 ,Real Time Embedded Developer,"Salt Lake City, UT",$80K - $140K
L3Harris Technologies,3.8 ,"Embedded Cybersecurity Software Engineer ( Up to $15,000 sign-on bonus)","Salt Lake City, UT",
Wasatch Group,,Backend Node.JS Engineer,"Draper, UT",$100K
L3Harris Technologies,3.8 ,"Sr. Associate, Software Engineer","Salt Lake City, UT",$70K - $106K 
Brivo,4.4 ,Lead Software Engineer,"Lehi, UT",$93K - $131K 
L3Harris Technologies,3.8 ,"Scientist, Software Engineer (FPGA Design)","Salt Lake City, UT",$102K - $141K 
Synchrony Financial,4.3 ,"AVP, Software Development Engineering Manager","Draper, UT",$75K - $150K
Nexio,,Software Engineer,"Orem, UT",$80K - $110K
Brivo,4.4 ,Senior Software Engineer,"Lehi, UT",$89K - $122K 
Nusano,4.1 ,Associate Controls Software Engineer,"West Valley City, UT",$80K - $100K
Codazen,3.8 ,Senior Full-Stack Engineer,"Salt Lake City, UT",$121K - $155K
Musely,3.9 ,"Software Engineer, Server Applications (J2EE)","Salt Lake City, UT",$75K - $109K 
Innovative Systems Architect Corp,,Senior Software Engineer,"Hill AFB, UT",$140K
Idaho Scientific,3.4 ,Linux Kernel Driver Developer,"Salt Lake City, UT",$80K - $150K
"Resource Management Concepts, Inc.",4.5 ,Senior Software Engineer,"Hill AFB, UT",$93K - $123K 
Arkham Technology Ltd.,4.7 ,Embedded Software Engineer,"Ogden, UT",$80K - $117K 
Idaho Scientific,3.4 ,Embedded Software Developer,"Salt Lake City, UT",$80K - $140K
Idaho Scientific,3.4 ,Firmware Developer,"Salt Lake City, UT",$75K - $180K
Fidelity Investments,4.3 ,Principal Software Engineer,"Salt Lake City, UT",$119K - $167K 
Capstone Consulting Inc.,4.2 ,Senior Software Developer,"Salt Lake City, UT",$140K - $165K
Fidelity Investments,4.3 ,Senior Full Stack Engineer,"Salt Lake City, UT",$104K - $136K 
Confidential,,Senior Software Engineer,"Orem, UT",$93K - $126K
Oasys International Corporation,3.7 ,Software Engineer,"Hill AFB, UT",$92K
Fidelity Investments,4.3 ,Senior Cloud Engineer,"Salt Lake City, UT",
Synchrony Financial,4.3 ,API Software Development Engineer - II,"Draper, UT",$65K - $130K
Method Dental Lab,,IOS (Intra-oral Scan) Specialist,"Draper, UT",$16.00 - $18.00 Per Hour
Booz Allen Hamilton,4.2 ,Software Engineer,"Hill AFB, UT",$58K - $133K
Endevis,4.0 ,Software Developer,"Salt Lake City, UT",$62K - $93K 
"Torque3, Inc.",,Lead Game Developer (Unreal Engine),"Centerville, UT",$100K - $130K
Fidelity TalentSource,4.1 ,Senior Full Stack Engineer,"Salt Lake City, UT",$99K - $136K 
Idaho Scientific,3.4 ,Real Time Embedded Developer,"Salt Lake City, UT",$80K - $140K
L3Harris Technologies,3.8 ,"Embedded Cybersecurity Software Engineer ( Up to $15,000 sign-on bonus)","Salt Lake City, UT",
Wasatch Group,,Backend Node.JS Engineer,"Draper, UT",$100K
L3Harris Technologies,3.8 ,"Sr. Associate, Software Engineer","Salt Lake City, UT",$70K - $106K 
Brivo,4.4 ,Lead Software Engineer,"Lehi, UT",$93K - $131K 
L3Harris Technologies,3.8 ,"Scientist, Software Engineer (FPGA Design)","Salt Lake City, UT",$102K - $141K 
Synchrony Financial,4.3 ,"AVP, Software Development Engineering Manager","Draper, UT",$75K - $150K
Nexio,,Software Engineer,"Orem, UT",$80K - $110K
Brivo,4.4 ,Senior Software Engineer,"Lehi, UT",$89K - $122K 
Nusano,4.1 ,Associate Controls Software Engineer,"West Valley City, UT",$80K - $100K
Codazen,3.8 ,Senior Full-Stack Engineer,"Salt Lake City, UT",$121K - $155K
Musely,3.9 ,"Software Engineer, Server Applications (J2EE)","Salt Lake City, UT",$75K - $109K 
Innovative Systems Architect Corp,,Senior Software Engineer,"Hill AFB, UT",$140K
Idaho Scientific,3.4 ,Linux Kernel Driver Developer,"Salt Lake City, UT",$80K - $150K
"Resource Management Concepts, Inc.",4.5 ,Senior Software Engineer,"Hill AFB, UT",$93K - $123K 
Arkham Technology Ltd.,4.7 ,Embedded Software Engineer,"Ogden, UT",$80K - $117K 
Idaho Scientific,3.4 ,Embedded Software Developer,"Salt Lake City, UT",$80K - $140K
Idaho Scientific,3.4 ,Firmware Developer,"Salt Lake City, UT",$75K - $180K
Fidelity Investments,4.3 ,Principal Software Engineer,"Salt Lake City, UT",$119K - $167K 
Capstone Consulting Inc.,4.2 ,Senior Software Developer,"Salt Lake City, UT",$140K - $165K
Fidelity Investments,4.3 ,Senior Full Stack Engineer,"Salt Lake City, UT",$104K - $136K 
Confidential,,Senior Software Engineer,"Orem, UT",$93K - $126K
Oasys International Corporation,3.7 ,Software Engineer,"Hill AFB, UT",$92K
Fidelity Investments,4.3 ,Senior Cloud Engineer,"Salt Lake City, UT",
Synchrony Financial,4.3 ,API Software Development Engineer - II,"Draper, UT",$65K - $130K
Method Dental Lab,,IOS (Intra-oral Scan) Specialist,"Draper, UT",$16.00 - $18.00 Per Hour
Booz Allen Hamilton,4.2 ,Software Engineer,"Hill AFB, UT",$58K - $133K
Endevis,4.0 ,Software Developer,"Salt Lake City, UT",$62K - $93K 
"Torque3, Inc.",,Lead Game Developer (Unreal Engine),"Centerville, UT",$100K - $130K
Fidelity TalentSource,4.1 ,Senior Full Stack Engineer,"Salt Lake City, UT",$99K - $136K 
Idaho Scientific,3.4 ,Real Time Embedded Developer,"Salt Lake City, UT",$80K - $140K
L3Harris Technologies,3.8 ,"Embedded Cybersecurity Software Engineer ( Up to $15,000 sign-on bonus)","Salt Lake City, UT",
Wasatch Group,,Backend Node.JS Engineer,"Draper, UT",$100K
L3Harris Technologies,3.8 ,"Sr. Associate, Software Engineer","Salt Lake City, UT",$70K - $106K 
Brivo,4.4 ,Lead Software Engineer,"Lehi, UT",$93K - $131K 
L3Harris Technologies,3.8 ,"Scientist, Software Engineer (FPGA Design)","Salt Lake City, UT",$102K - $141K 
Synchrony Financial,4.3 ,"AVP, Software Development Engineering Manager","Draper, UT",$75K - $150K
Nexio,,Software Engineer,"Orem, UT",$80K - $110K
Brivo,4.4 ,Senior Software Engineer,"Lehi, UT",$89K - $122K 
Nusano,4.1 ,Associate Controls Software Engineer,"West Valley City, UT",$80K - $100K
Codazen,3.8 ,Senior Full-Stack Engineer,"Salt Lake City, UT",$121K - $155K
Musely,3.9 ,"Software Engineer, Server Applications (J2EE)","Salt Lake City, UT",$75K - $109K 
Innovative Systems Architect Corp,,Senior Software Engineer,"Hill AFB, UT",$140K
Idaho Scientific,3.4 ,Linux Kernel Driver Developer,"Salt Lake City, UT",$80K - $150K
"Resource Management Concepts, Inc.",4.5 ,Senior Software Engineer,"Hill AFB, UT",$93K - $123K 
Arkham Technology Ltd.,4.7 ,Embedded Software Engineer,"Ogden, UT",$80K - $117K 
Idaho Scientific,3.4 ,Embedded Software Developer,"Salt Lake City, UT",$80K - $140K
Idaho Scientific,3.4 ,Firmware Developer,"Salt Lake City, UT",$75K - $180K
Fidelity Investments,4.3 ,Principal Software Engineer,"Salt Lake City, UT",$119K - $167K 
Capstone Consulting Inc.,4.2 ,Senior Software Developer,"Salt Lake City, UT",$140K - $165K
Fidelity Investments,4.3 ,Senior Full Stack Engineer,"Salt Lake City, UT",$104K - $136K 
Confidential,,Senior Software Engineer,"Orem, UT",$93K - $126K
Oasys International Corporation,3.7 ,Software Engineer,"Hill AFB, UT",$92K
Fidelity Investments,4.3 ,Senior Cloud Engineer,"Salt Lake City, UT",
Synchrony Financial,4.3 ,API Software Development Engineer - II,"Draper, UT",$65K - $130K
Method Dental Lab,,IOS (Intra-oral Scan) Specialist,"Draper, UT",$16.00 - $18.00 Per Hour
Booz Allen Hamilton,4.2 ,Software Engineer,"Hill AFB, UT",$58K - $133K
Endevis,4.0 ,Software Developer,"Salt Lake City, UT",$62K - $93K 
"Torque3, Inc.",,Lead Game Developer (Unreal Engine),"Centerville, UT",$100K - $130K
Fidelity TalentSource,4.1 ,Senior Full Stack Engineer,"Salt Lake City, UT",$99K - $136K 
Idaho Scientific,3.4 ,Real Time Embedded Developer,"Salt Lake City, UT",$80K - $140K
L3Harris Technologies,3.8 ,"Embedded Cybersecurity Software Engineer ( Up to $15,000 sign-on bonus)","Salt Lake City, UT",
Wasatch Group,,Backend Node.JS Engineer,"Draper, UT",$100K
L3Harris Technologies,3.8 ,"Sr. Associate, Software Engineer","Salt Lake City, UT",$70K - $106K 
Brivo,4.4 ,Lead Software Engineer,"Lehi, UT",$93K - $131K 
L3Harris Technologies,3.8 ,"Scientist, Software Engineer (FPGA Design)","Salt Lake City, UT",$102K - $141K 
Synchrony Financial,4.3 ,"AVP, Software Development Engineering Manager","Draper, UT",$75K - $150K
Nexio,,Software Engineer,"Orem, UT",$80K - $110K
Brivo,4.4 ,Senior Software Engineer,"Lehi, UT",$89K - $122K 
Nusano,4.1 ,Associate Controls Software Engineer,"West Valley City, UT",$80K - $100K
Codazen,3.8 ,Senior Full-Stack Engineer,"Salt Lake City, UT",$121K - $155K
Musely,3.9 ,"Software Engineer, Server Applications (J2EE)","Salt Lake City, UT",$75K - $109K 
Innovative Systems Architect Corp,,Senior Software Engineer,"Hill AFB, UT",$140K
Idaho Scientific,3.4 ,Linux Kernel Driver Developer,"Salt Lake City, UT",$80K - $150K
"Resource Management Concepts, Inc.",4.5 ,Senior Software Engineer,"Hill AFB, UT",$93K - $123K 
Arkham Technology Ltd.,4.7 ,Embedded Software Engineer,"Ogden, UT",$80K - $117K 
Idaho Scientific,3.4 ,Embedded Software Developer,"Salt Lake City, UT",$80K - $140K
Idaho Scientific,3.4 ,Firmware Developer,"Salt Lake City, UT",$75K - $180K
Fidelity Investments,4.3 ,Principal Software Engineer,"Salt Lake City, UT",$119K - $167K 
Capstone Consulting Inc.,4.2 ,Senior Software Developer,"Salt Lake City, UT",$140K - $165K
Fidelity Investments,4.3 ,Senior Full Stack Engineer,"Salt Lake City, UT",$104K - $136K 
Confidential,,Senior Software Engineer,"Orem, UT",$93K - $126K
Oasys International Corporation,3.7 ,Software Engineer,"Hill AFB, UT",$92K
Fidelity Investments,4.3 ,Senior Cloud Engineer,"Salt Lake City, UT",
Synchrony Financial,4.3 ,API Software Development Engineer - II,"Draper, UT",$65K - $130K
Method Dental Lab,,IOS (Intra-oral Scan) Specialist,"Draper, UT",$16.00 - $18.00 Per Hour
Booz Allen Hamilton,4.2 ,Software Engineer,"Hill AFB, UT",$58K - $133K
Endevis,4.0 ,Software Developer,"Salt Lake City, UT",$62K - $93K 
